scen_id,src_node,node_id,peak_conc,t_peak_min,mean_flow_m3s,mean_vel_ms,detected
0031,J8,J8,897.8676,287.0,0.000127,0.0,1
0031,J8,J9,897.614,406.0,0.000127,0.0,1
0031,J8,J10,865.591,432.0,0.000125,0.0,1
0031,J8,SU1,0.0,,0.000175,0.0,0
0031,J8,J_out,0.0,,1e-05,0.0,0
0031,J8,O2,0.0,,9e-06,0.0,0
0032,J2,J1,0.0,,0.0,0.0,0
0032,J2,J5,0.0,,0.0,0.0,0
0032,J2,J2,14351.8519,142.0,7.6e-05,0.0,1
0032,J2,J11,13756.547,167.0,7.5e-05,0.0,1
0032,J2,J3,0.0,,0.0,0.0,0
0032,J2,J4,0.0,,0.0,0.0,0
0032,J2,J6,0.0,,0.0,0.0,0
0032,J2,J7,0.0,,0.0,0.0,0
0032,J2,J8,0.0,,0.0,0.0,0
0032,J2,J9,0.0,,0.0,0.0,0
0032,J2,J10,0.0,,0.0,0.0,0
0032,J2,SU1,0.0,,0.001473,0.0,0
0032,J2,J_out,0.0,,0.000229,0.0,0
0032,J2,O2,0.0,,0.000225,0.0,0
0033,J1,J1,8089.6686,541.0,0.000131,3e-06,1
0033,J1,J5,8085.9903,818.0,0.000133,0.0,1
0033,J1,J2,0.0,,0.0,0.0,0
0033,J1,J11,7833.0066,1272.0,0.000144,0.0,1
0033,J1,J3,0.0,,0.0,0.0,0
0033,J1,J4,0.0,,0.0,0.0,0
0033,J1,J6,8004.3793,955.0,0.000141,0.0,1
0033,J1,J7,0.0,,0.0,0.0,0
0033,J1,J8,8004.3793,1101.0,0.000145,0.0,1
0033,J1,J9,8000.2408,1229.0,0.000146,0.0,1
0033,J1,J10,7858.9833,1238.0,0.000148,0.0,1
0033,J1,SU1,6067.6853,1253.0,0.000145,0.0,1
0033,J1,J_out,6067.6853,1254.0,8e-06,0.0,1
0033,J1,O2,6036.8695,1264.0,8e-06,0.0,1
0034,J_out,J1,0.0,,0.0,0.0,0
0034,J_out,J5,0.0,,0.0,0.0,0
0034,J_out,J2,0.0,,0.0,0.0,0
0034,J_out,J11,0.0,,0.0,0.0,0
0034,J_out,J3,0.0,,0.0,0.0,0
0034,J_out,J4,0.0,,0.0,0.0,0
0034,J_out,J6,0.0,,0.0,0.0,0
0034,J_out,J7,0.0,,0.0,0.0,0
0034,J_out,J8,0.0,,0.0,0.0,0
0034,J_out,J9,0.0,,0.0,0.0,0
0034,J_out,J10,0.0,,0.0,0.0,0
0034,J_out,SU1,0.0,,0.0,0.0,0
0034,J_out,J_out,42857.1429,262.0,9.1e-05,0.0,1
0034,J_out,O2,42803.4185,279.0,9.1e-05,0.0,1
0035,J_out,J1,0.0,,0.0,0.0,0
0035,J_out,J5,0.0,,0.0,0.0,0
0035,J_out,J2,0.0,,0.0,0.0,0
0035,J_out,J11,0.0,,0.0,0.0,0
0035,J_out,J3,0.0,,0.0,0.0,0
0035,J_out,J4,0.0,,0.0,0.0,0
0035,J_out,J6,0.0,,0.0,0.0,0
0035,J_out,J7,0.0,,0.0,0.0,0
0035,J_out,J8,0.0,,0.0,0.0,0
0035,J_out,J9,0.0,,0.0,0.0,0
0035,J_out,J10,0.0,,0.0,0.0,0
0035,J_out,SU1,0.0,,0.0,0.0,0
0035,J_out,J_out,5523.4425,99.0,0.000114,0.0,1
0035,J_out,O2,5523.4425,215.0,0.000114,0.0,1
0036,J10,J1,0.0,,0.0,0.0,0
0036,J10,J5,0.0,,0.0,0.0,0
0036,J10,J2,0.0,,0.0,0.0,0
0036,J10,J11,16063.4114,339.0,8.1e-05,0.0,1
0036,J10,J3,0.0,,0.0,0.0,0
0036,J10,J4,0.0,,0.0,0.0,0
0036,J10,J6,0.0,,0.0,0.0,0
0036,J10,J7,0.0,,0.0,0.0,0
0036,J10,J8,0.0,,0.0,0.0,0
0036,J10,J9,0.0,,0.0,0.0,0
